ID,Durat   ,protocol,service,SrcIP,sourcemac,SrcPort,DstIP,destinationmac,DstPort,tos,Bytes  ,Packets ,count,dsthstsrvcount,Labels
246,0,UDP,,147.32.84.59,00:00:00:00:00:01,57049,147.32.80.105,,53,,581,2,,,Background
247,10.021,TCP,,147.32.84.59,00:00:00:00:00:01,50573,74.125.232.239,,443,,3575,14,,,LEGITIMATE
248,28.255,TCP,,147.32.85.24,00:00:00:00:00:01,42066,145.36.215.180,,80,,177783,243,,,Background
249,0.001,UDP,,31.203.169.168,00:00:00:00:00:01,27764,147.32.86.116,,19083,,135,2,,,Background
250,0,UDP,,147.32.84.79,00:00:00:00:00:01,57869,147.32.80.9,,53,,331,2,,,Background
251,0.002,UDP,,77.93.29.58,00:00:00:00:00:01,34773,147.32.84.229,,13363,,686,2,,,Background
252,0,UDP,,195.76.98.5,00:00:00:00:00:01,34593,147.32.84.229,,13363,,255,2,,,Background
253,0.016,TCP,,147.32.84.59,00:00:00:00:00:01,35150,81.171.72.12,,3653,,128,2,,,Background
254,0.041,TCP,,147.32.86.116,00:00:00:00:00:01,19083,77.59.251.2,,17354,,821,4,,,Background
255,30.919,UDP,,87.197.98.249,00:00:00:00:00:01,9693,147.32.84.229,,13363,,266,4,,,Background
256,0.003,UDP,,188.246.71.62,00:00:00:00:00:01,7728,147.32.84.229,,13363,,240,2,,,Background
257,0.197,TCP,,147.32.86.186,00:00:00:00:00:01,5486,74.125.232.206,,443,,2829,14,,,LEGITIMATE
258,0.081,UDP,,147.32.84.229,00:00:00:00:00:01,13363,89.117.129.125,,55247,,133,2,,,Background
259,2.205,TCP,,66.249.66.250,00:00:00:00:00:01,60478,147.32.86.92,,80,,1552,10,,,Background
260,0,UDP,,80.250.5.50,00:00:00:00:00:01,17725,147.32.84.229,,13363,,235,2,,,Background
261,0,UDP,,50.130.140.99,00:00:00:00:00:01,5834,147.32.86.116,,19083,,146,2,,,Background
262,0.32,TCP,,147.32.84.59,00:00:00:00:00:01,55971,76.13.114.90,,80,,1505,9,,,Background
263,0.297,UDP,,147.32.84.59,00:00:00:00:00:01,19181,187.37.113.235,,51413,,455,2,,,Background
264,1.327,TCP,,147.32.84.59,00:00:00:00:00:01,3168,123.205.163.105,,12047,,670,9,,,Background
265,0,UDP,,173.10.164.133,00:00:00:00:00:01,3175,147.32.84.229,,13363,,243,2,,,Background
266,0,UDP,,89.244.103.141,00:00:00:00:00:01,28662,147.32.84.229,,13363,,238,2,,,Background
267,0.026,TCP,,147.32.84.59,00:00:00:00:00:01,41916,209.85.149.132,,443,,560,7,,,LEGITIMATE
268,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
269,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
270,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
271,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
272,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
273,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
274,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
275,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
276,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
277,0.001,TCP,,147.32.87.3,00:00:00:00:00:01,524,147.32.86.15,,1064,,110,2,,,Background
278,0,ICMP,,147.32.87.1,00:00:00:00:00:01,7,147.32.87.3,,7,,70,1,,,Background
279,0,UDP,,147.32.84.59,00:00:00:00:00:01,19181,120.28.156.148,,50761,,145,1,,,Background
280,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
281,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
282,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
283,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
284,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
285,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
286,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
287,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
288,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
289,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
290,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
291,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
292,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
293,0.897,TCP,,78.109.15.79,00:00:00:00:00:01,38904,147.32.84.229,,80,,1713,15,,,Background
294,0.429,TCP,,85.69.240.251,00:00:00:00:00:01,60576,147.32.84.229,,13363,,1068,11,,,Background
295,0.245,TCP,,147.32.86.111,00:00:00:00:00:01,2280,212.161.8.6,,12350,,172,3,,,Background
296,43.404,TCP,,77.167.43.213,00:00:00:00:00:01,1123,147.32.84.229,,13363,,1508,19,,,Background
297,30.233,TCP,,137.248.135.74,00:00:00:00:00:01,54210,147.32.84.59,,56259,,578,10,,,Background
298,0,UDP,,147.32.84.138,00:00:00:00:00:01,34298,147.32.80.9,,53,,214,2,,,Background
299,0,UDP,,147.32.84.138,00:00:00:00:00:01,35815,147.32.80.9,,53,,214,2,,,Background
300,0.009,TCP,,147.32.85.26,00:00:00:00:00:01,65479,74.125.232.219,,80,,162,3,,,LEGITIMATE
301,0.016,TCP,,147.32.85.26,00:00:00:00:00:01,65480,74.125.232.219,,80,,162,3,,,LEGITIMATE
302,0,UDP,,77.87.38.216,00:00:00:00:00:01,53471,147.32.86.116,,19083,,136,2,,,Background
303,0.001,UDP,,203.200.226.40,00:00:00:00:00:01,6358,147.32.84.229,,13363,,243,2,,,Background
304,0,UDP,,212.25.60.195,00:00:00:00:00:01,21784,147.32.84.229,,13363,,240,2,,,Background
305,0,UDP,,68.80.225.79,00:00:00:00:00:01,38601,147.32.86.116,,19083,,135,2,,,Background
306,0.478,UDP,,147.32.84.59,00:00:00:00:00:01,19181,82.137.72.33,,31801,,474,2,,,Background
307,2.991,UDP,,147.32.84.59,00:00:00:00:00:01,19181,77.39.77.1,,62988,,290,2,,,Background
308,0.247,UDP,,147.32.84.59,00:00:00:00:00:01,19181,66.74.153.71,,39884,,474,2,,,Background
309,3.058,UDP,,147.32.84.59,00:00:00:00:00:01,19181,78.92.88.251,,19719,,948,4,,,Background
310,0,UDP,,87.180.42.93,00:00:00:00:00:01,53760,147.32.84.229,,13363,,565,2,,,Background
311,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
312,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
313,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
314,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
315,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
316,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
317,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
318,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
319,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
320,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
321,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
322,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
323,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
324,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
325,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
326,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
327,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
328,2.911,TCP,,147.32.84.118,00:00:00:00:00:01,3005,87.9.169.43,,6881,,124,2,,,Background
329,35.62,TCP,,147.32.84.229,00:00:00:00:00:01,13363,88.171.0.246,,49333,,4937,57,,,Background
330,42.118,TCP,,147.32.86.116,00:00:00:00:00:01,19083,77.67.32.15,,51727,,700,7,,,Background
331,45.387,TCP,,147.32.84.189,00:00:00:00:00:01,59923,140.211.11.131,,80,,264,4,,,Background
332,45.387,TCP,,147.32.84.189,00:00:00:00:00:01,59924,140.211.11.131,,80,,264,4,,,Background
333,24.85,TCP,,192.100.130.228,00:00:00:00:00:01,55731,147.32.84.229,,443,,5906,41,,,Background
334,23.181,TCP,,147.32.84.229,00:00:00:00:00:01,13363,91.196.142.242,,51362,,1137,10,,,Background
335,0.024,UDP,,147.32.87.37,00:00:00:00:00:01,42164,147.32.86.96,,514,,3270,20,,,Background
336,48.141,TCP,,86.141.146.107,00:00:00:00:00:01,52344,147.32.84.229,,443,,2253,23,,,Background
337,0.256,TCP,,77.67.32.9,00:00:00:00:00:01,50451,147.32.86.116,,19083,,214,3,,,Background
338,0,UDP,,88.196.176.116,00:00:00:00:00:01,50565,147.32.84.59,,63550,,148,1,,,Background
339,0,ICMP,,147.32.84.59,00:00:00:00:00:01,7,88.196.176.116,,7,,176,1,,,Background
340,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
341,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
342,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
343,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
344,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
345,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
346,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
347,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
348,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
349,0.186,TCP,,147.32.85.124,00:00:00:00:00:01,60942,67.221.174.61,,443,,109,2,,,Background
350,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
351,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
352,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
353,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
354,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
355,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
356,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
357,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
358,59.862,TCP,,196.201.51.20,00:00:00:00:00:01,40675,147.32.84.229,,13363,,202,3,,,Background
359,30.002,TCP,,147.32.84.59,00:00:00:00:00:01,58861,88.86.102.50,,5222,,970,6,,,Background
360,59.912,TCP,,147.32.84.229,00:00:00:00:00:01,13363,80.188.117.94,,15995,,423,3,,,Background
361,0,TCP,,86.46.81.36,00:00:00:00:00:01,62798,147.32.84.118,,6881,,116,2,,,Background
362,0,TCP,,147.32.3.51,00:00:00:00:00:01,4454,147.32.84.46,,10010,,116,2,,,Background
363,0,TCP,,89.170.143.150,00:00:00:00:00:01,50789,147.32.84.118,,6881,,116,2,,,Background
364,8.999,TCP,,147.32.85.26,00:00:00:00:00:01,49199,188.175.24.223,,44444,,194,3,,,Background
365,59.996,TCP,,79.93.182.236,00:00:00:00:00:01,64311,147.32.84.229,,13363,,956,4,,,Background
366,59.962,TCP,,95.146.216.46,00:00:00:00:00:01,51482,147.32.84.229,,13363,,1184,5,,,Background
367,0.202,TCP,,212.24.152.53,00:00:00:00:00:01,62788,147.32.84.229,,13363,,528,3,,,Background
368,0.201,UDP,,75.140.80.112,00:00:00:00:00:01,15451,147.32.84.229,,13363,,136,2,,,Background
369,45.028,TCP,,147.32.84.189,00:00:00:00:00:01,35499,74.125.232.223,,80,,264,4,,,LEGITIMATE
370,45.021,TCP,,147.32.84.189,00:00:00:00:00:01,35500,74.125.232.223,,80,,264,4,,,LEGITIMATE
371,45.021,TCP,,147.32.84.189,00:00:00:00:00:01,35501,74.125.232.223,,80,,264,4,,,LEGITIMATE
372,45.021,TCP,,147.32.84.189,00:00:00:00:00:01,35502,74.125.232.223,,80,,264,4,,,LEGITIMATE
373,45.021,TCP,,147.32.84.189,00:00:00:00:00:01,35503,74.125.232.223,,80,,264,4,,,LEGITIMATE
374,45.02,TCP,,147.32.84.189,00:00:00:00:00:01,35504,74.125.232.223,,80,,264,4,,,LEGITIMATE
375,0,UDP,,83.40.52.5,00:00:00:00:00:01,14570,147.32.86.116,,19083,,137,2,,,Background
376,41.009,UDP,,68.45.139.1,00:00:00:00:00:01,62881,147.32.84.59,,19181,,792,11,,,Background
377,41.009,ICMP,,147.32.84.59,00:00:00:00:00:01,7,68.45.139.1,,7,,1100,11,,,Background
378,0.334,TCP,,147.32.84.59,00:00:00:00:00:01,55967,76.13.114.90,,80,,1509,9,,,Background
379,0,UDP,,137.219.49.156,00:00:00:00:00:01,5010,147.32.86.116,,19083,,144,2,,,Background
380,0.001,UDP,,96.19.217.164,00:00:00:00:00:01,41260,147.32.84.229,,13363,,614,2,,,Background
381,0.425,UDP,,147.32.84.59,00:00:00:00:00:01,19181,123.237.123.140,,57312,,474,2,,,Background
382,0.001,UDP,,151.64.135.194,00:00:00:00:00:01,11038,147.32.84.229,,13363,,130,2,,,Background
383,0.423,UDP,,193.84.86.2,00:00:00:00:00:01,31964,147.32.84.229,,13363,,242,2,,,Background
384,23.989,TCP,,200.19.160.1,00:00:00:00:00:01,60387,147.32.84.2,,80,,15093,27,,,Background
385,0,UDP,,147.32.85.25,00:00:00:00:00:01,49466,147.32.80.9,,53,,208,2,,,Background
386,0,UDP,,147.32.85.25,00:00:00:00:00:01,54757,147.32.80.9,,53,,207,2,,,Background
387,0,UDP,,147.32.84.138,00:00:00:00:00:01,60752,147.32.80.9,,53,,214,2,,,Background
388,0,UDP,,71.1.240.1,00:00:00:00:00:01,12842,147.32.84.59,,63550,,145,1,,,Background
389,0,ICMP,,147.32.84.59,00:00:00:00:00:01,7,71.1.240.1,,7,,173,1,,,Background
390,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
391,0,TCP,,147.32.85.85,00:00:00:00:00:01,21283,65.49.11.19,,80,,112,2,,,Background
392,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
393,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
394,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
395,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
396,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
397,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
398,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
399,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
400,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
401,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
402,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
403,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
404,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
405,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
406,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
407,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
408,0,ICMP,,147.32.84.164,00:00:00:00:00:01,7,147.32.96.69,,7,,78,1,,,LEGITIMATE
409,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
410,0.008,TCP,,147.32.85.26,00:00:00:00:00:01,65508,74.125.232.195,,80,,162,3,,,LEGITIMATE
411,0.219,TCP,,87.97.140.181,00:00:00:00:00:01,4812,147.32.84.229,,13363,,871,3,,,Background
412,0,UDP,,147.32.84.138,00:00:00:00:00:01,49011,147.32.80.9,,53,,214,2,,,Background
413,16.909,UDP,,147.32.86.116,00:00:00:00:00:01,19083,71.239.98.86,,13498,,929,6,,,Background
414,0.377,TCP,,134.76.63.49,00:00:00:00:00:01,1046,147.32.84.229,,13363,,722,5,,,Background
415,0,UDP,,115.178.24.227,00:00:00:00:00:01,37957,147.32.86.116,,19083,,174,2,,,Background
416,1.978,UDP,,189.162.88.173,00:00:00:00:00:01,59066,147.32.86.116,,19083,,1072,4,,,Background
417,0,UDP,,96.24.25.99,00:00:00:00:00:01,37276,147.32.86.116,,443,,128,2,,,Background
418,0,UDP,,96.24.25.99,00:00:00:00:00:01,37276,147.32.86.116,,19083,,142,2,,,Background
419,0,UDP,,2.97.215.185,00:00:00:00:00:01,10170,147.32.84.229,,13363,,238,2,,,Background
420,3.983,UDP,,69.196.163.87,00:00:00:00:00:01,58723,147.32.84.59,,19181,,432,6,,,Background
421,3.983,ICMP,,147.32.84.59,00:00:00:00:00:01,7,69.196.163.87,,7,,600,6,,,Background
422,0.08,TCP,,147.32.80.7,00:00:00:00:00:01,48872,147.32.85.34,,25,,9656,27,,,Background
423,0,UDP,,147.32.85.34,00:00:00:00:00:01,64590,147.32.80.9,,53,,322,2,,,Background
424,0,UDP,,147.32.85.34,00:00:00:00:00:01,51380,147.32.80.9,,53,,323,2,,,Background
425,0,UDP,,147.32.85.34,00:00:00:00:00:01,55600,147.32.80.9,,53,,294,2,,,Background
426,0,UDP,,147.32.85.34,00:00:00:00:00:01,58990,147.32.80.9,,53,,250,2,,,Background
427,0,UDP,,147.32.85.34,00:00:00:00:00:01,53515,147.32.80.9,,53,,296,2,,,Background
428,0.99,TCP,,90.5.222.98,00:00:00:00:00:01,51963,147.32.84.229,,80,,220,4,,,Background
429,19.901,TCP,,116.255.146.79,00:00:00:00:00:01,1153,147.32.84.162,,3389,,12398,95,,,Background
430,0,UDP,,147.32.84.79,00:00:00:00:00:01,32884,147.32.80.9,,53,,331,2,,,Background
431,0,ICMP,,147.32.87.49,00:00:00:00:00:01,7,147.32.86.96,,7,,196,2,,,Background
432,0,UDP,,213.146.167.46,00:00:00:00:00:01,28094,147.32.84.229,,13363,,584,2,,,Background
433,0,UDP,,61.114.210.240,00:00:00:00:00:01,57085,147.32.84.229,,13363,,132,2,,,Background
434,0.389,UDP,,147.32.84.59,00:00:00:00:00:01,19181,180.194.195.68,,32546,,464,2,,,Background
435,0.777,UDP,,147.32.84.59,00:00:00:00:00:01,19181,182.53.219.136,,12438,,485,2,,,Background
436,7.697,UDP,,147.32.84.59,00:00:00:00:00:01,19181,178.222.205.22,,11650,,948,4,,,Background
437,7,UDP,,147.32.84.59,00:00:00:00:00:01,19181,14.98.41.213,,26237,,290,2,,,Background
438,7.647,UDP,,147.32.84.59,00:00:00:00:00:01,19181,24.101.230.48,,34193,,948,4,,,Background
439,0.881,TCP,,161.76.137.94,00:00:00:00:00:01,62639,147.32.84.229,,13363,,467,6,,,Background
440,0.966,TCP,,80.161.135.14,00:00:00:00:00:01,64713,147.32.84.229,,13363,,268,4,,,Background
441,0,UDP,,88.168.252.227,00:00:00:00:00:01,49974,147.32.86.116,,19083,,136,2,,,Background
442,0,UDP,,58.19.42.153,00:00:00:00:00:01,22463,147.32.84.229,,13363,,242,2,,,Background
443,0.14,UDP,,147.32.87.238,00:00:00:00:00:01,39371,139.78.147.66,,8289,,135,2,,,Background
444,2.407,UDP,,114.174.120.188,00:00:00:00:00:01,50770,147.32.84.229,,13363,,709,4,,,Background
445,0,UDP,,147.32.86.20,00:00:00:00:00:01,58926,147.32.80.9,,53,,394,2,,,Background
446,0.169,TCP,,147.32.86.20,00:00:00:00:00:01,1877,87.98.230.229,,80,,58233,64,,,Background
447,0.383,UDP,,41.104.72.87,00:00:00:00:00:01,54864,147.32.84.229,,13363,,1078,4,,,Background
448,0,UDP,,217.77.222.181,00:00:00:00:00:01,54279,147.32.84.229,,13363,,133,2,,,Background
449,0.322,UDP,,147.32.84.229,00:00:00:00:00:01,13363,221.127.6.239,,30396,,530,2,,,Background
450,0.26,UDP,,78.83.102.133,00:00:00:00:00:01,28180,147.32.84.229,,13363,,282,2,,,Background
451,0,UDP,,91.192.22.141,00:00:00:00:00:01,52422,147.32.84.229,,13363,,135,2,,,Background
452,0,UDP,,88.100.166.72,00:00:00:00:00:01,26800,147.32.84.229,,13363,,234,2,,,Background
453,0,UDP,,111.94.54.152,00:00:00:00:00:01,32813,147.32.86.116,,443,,128,2,,,Background
454,0,UDP,,147.32.84.138,00:00:00:00:00:01,33328,147.32.80.9,,53,,214,2,,,Background
455,0,UDP,,147.32.84.138,00:00:00:00:00:01,39084,147.32.80.9,,53,,214,2,,,Background
456,0,UDP,,147.32.84.138,00:00:00:00:00:01,57531,147.32.80.9,,53,,214,2,,,Background
457,0,UDP,,147.32.84.138,00:00:00:00:00:01,39568,147.32.80.9,,53,,214,2,,,Background
458,0,UDP,,147.32.84.138,00:00:00:00:00:01,43257,147.32.80.9,,53,,214,2,,,Background
459,0,UDP,,147.32.84.138,00:00:00:00:00:01,36778,147.32.80.9,,53,,214,2,,,Background
460,0,UDP,,147.32.84.138,00:00:00:00:00:01,47481,147.32.80.9,,53,,214,2,,,Background
461,30.974,UDP,,147.32.84.229,00:00:00:00:00:01,13363,98.249.251.85,,25735,,668,6,,,Background
462,0,UDP,,190.161.42.157,00:00:00:00:00:01,26127,147.32.84.229,,13363,,133,2,,,Background
463,0,UDP,,147.32.84.138,00:00:00:00:00:01,49198,147.32.80.9,,53,,214,2,,,Background
464,58.381,TCP,,151.40.73.188,00:00:00:00:00:01,4559,147.32.84.229,,80,,682,10,,,Background
465,59.984,TCP,,147.32.86.116,00:00:00:00:00:01,19083,132.68.247.179,,2125,,650,8,,,Background
466,53.326,TCP,,147.32.84.3,00:00:00:00:00:01,40941,147.32.80.13,,80,,552,6,,,LEGITIMATE
467,46.499,TCP,,74.125.39.125,00:00:00:00:00:01,5222,147.32.84.59,,50566,,509,6,,,Background
468,18.641,UDP,,95.126.12.134,00:00:00:00:00:01,48514,147.32.84.229,,13363,,517,4,,,Background
469,0,UDP,,194.8.147.17,00:00:00:00:00:01,35921,147.32.86.116,,19083,,135,2,,,Background
470,0.001,UDP,,68.100.25.36,00:00:00:00:00:01,10227,147.32.84.229,,13363,,243,2,,,Background
471,0.08,UDP,,147.32.84.59,00:00:00:00:00:01,19181,178.158.64.109,,52783,,464,2,,,Background
472,0,ICMP,,147.32.87.33,00:00:00:00:00:01,7,147.32.86.96,,7,,196,2,,,Background
473,0.002,UDP,,173.18.173.46,00:00:00:00:00:01,62299,147.32.86.116,,19083,,525,2,,,Background
474,0,UDP,,78.188.213.132,00:00:00:00:00:01,19133,147.32.84.229,,13363,,132,2,,,Background
475,0.777,UDP,,147.32.84.59,00:00:00:00:00:01,19181,218.209.58.246,,62038,,474,2,,,Background
476,0.211,UDP,,147.32.84.229,00:00:00:00:00:01,13363,201.210.137.161,,17870,,142,2,,,Background
477,0,UDP,,147.32.84.2,00:00:00:00:00:01,46271,147.32.80.9,,53,,231,2,,,Background
478,0,UDP,,208.68.51.246,00:00:00:00:00:01,63616,147.32.86.116,,19083,,139,2,,,Background
479,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
480,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
481,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
482,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
483,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
484,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
485,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
486,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
487,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
488,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
489,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
490,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
491,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
492,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
493,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
494,0,ICMP,,147.32.84.191,00:00:00:00:00:01,7,147.32.96.69,,7,,1066,1,,,Botnet
